customer_id,segment,acquisition_channel,join_date
1418,Bargain Hunter,Paid Ads,2023-03-07
1419,Medium Value,Paid Ads,2023-02-08
1420,Low Value,Affiliate,2024-02-15
1421,Low Value,Paid Ads,2023-02-28
1422,Bargain Hunter,Social,2024-05-21
1423,Medium Value,Organic,2024-06-14
1424,Medium Value,Organic,2024-06-06
1425,Low Value,Organic,2023-06-23
1426,Low Value,Paid Ads,2023-01-01
1427,Bargain Hunter,Organic,2023-10-10
1428,Low Value,Paid Ads,2024-02-09
1429,Medium Value,Organic,2023-01-16
1430,Low Value,Organic,2023-04-03
1431,Low Value,Email,2024-07-26
1432,Bargain Hunter,Paid Ads,2023-10-11
1433,Medium Value,Affiliate,2024-04-10
1434,Bargain Hunter,Email,2023-09-25
1435,Medium Value,Paid Ads,2024-07-26
1436,High Value,Paid Ads,2023-04-30
1437,Low Value,Affiliate,2024-07-04
1438,Low Value,Email,2024-03-29
1439,Bargain Hunter,Email,2023-09-07
1440,Low Value,Affiliate,2024-04-14
1441,Low Value,Social,2023-01-29
1442,Medium Value,Paid Ads,2024-01-27
1443,Low Value,Affiliate,2023-08-24
1444,Low Value,Paid Ads,2023-12-28
1445,Low Value,Organic,2023-09-27
1446,Medium Value,Organic,2023-12-17
1447,High Value,Affiliate,2024-05-02
1448,Medium Value,Organic,2024-08-10
1449,Medium Value,Affiliate,2023-07-14
1450,Medium Value,Organic,2023-09-05
1451,Bargain Hunter,Organic,2023-07-27
1452,Low Value,Social,2023-12-31
1453,Medium Value,Organic,2023-03-22
1454,Low Value,Email,2023-01-07
1455,Low Value,Paid Ads,2023-02-13
1456,Low Value,Paid Ads,2023-11-19
1457,Medium Value,Affiliate,2024-08-11
1458,Bargain Hunter,Paid Ads,2024-06-07
1459,Medium Value,Organic,2024-08-13
1460,High Value,Paid Ads,2024-03-09
1461,Medium Value,Paid Ads,2024-05-29
1462,Medium Value,Social,2023-06-28
1463,Medium Value,Organic,2024-06-14
1464,Medium Value,Email,2023-01-13
1465,Low Value,Paid Ads,2023-04-14
1466,Medium Value,Email,2023-09-23
1467,Medium Value,Paid Ads,2023-10-03
1468,Medium Value,Email,2024-01-10
1469,Medium Value,Paid Ads,2024-03-05
1470,Low Value,Paid Ads,2024-02-15
1471,Medium Value,Organic,2023-05-15
1472,Bargain Hunter,Email,2023-04-13
1473,Low Value,Social,2024-07-22
1474,Medium Value,Paid Ads,2023-05-30
1475,Low Value,Email,2024-04-29
1476,Low Value,Organic,2024-05-26
1477,High Value,Social,2024-06-13
1478,Low Value,Paid Ads,2024-05-13
1479,Medium Value,Email,2024-08-04
1480,High Value,Organic,2023-06-17
1481,High Value,Social,2024-05-02
1482,Low Value,Organic,2023-12-09
1483,Medium Value,Paid Ads,2024-07-24
1484,Bargain Hunter,Paid Ads,2023-01-21
1485,Medium Value,Paid Ads,2023-07-23
1486,Low Value,Email,2024-07-05
1487,Medium Value,Social,2023-12-30
1488,Medium Value,Paid Ads,2024-04-02
1489,Bargain Hunter,Paid Ads,2023-10-21
1490,Medium Value,Affiliate,2023-06-21
1491,Low Value,Affiliate,2024-03-07
1492,Low Value,Email,2023-03-15
1493,High Value,Paid Ads,2023-11-18
1494,Medium Value,Paid Ads,2023-10-01
1495,Low Value,Paid Ads,2024-03-31
1496,Low Value,Affiliate,2024-06-17
1497,Bargain Hunter,Paid Ads,2023-07-08
1498,Bargain Hunter,Organic,2023-08-29
1499,Low Value,Affiliate,2023-03-23
1500,Medium Value,Paid Ads,2023-04-08
1501,High Value,Social,2024-07-15
1502,High Value,Social,2024-06-20
1503,Low Value,Organic,2023-09-26
1504,Low Value,Organic,2024-02-04
1505,Medium Value,Organic,2023-10-18
1506,Medium Value,Organic,2024-06-23
1507,Low Value,Organic,2024-01-01
1508,Bargain Hunter,Paid Ads,2024-05-02
1509,Medium Value,Social,2023-10-06
1510,Low Value,Organic,2024-07-06
1511,Medium Value,Email,2024-07-31
1512,Medium Value,Email,2024-06-30
1513,Medium Value,Paid Ads,2024-07-06
1514,Medium Value,Organic,2023-11-12
1515,Medium Value,Paid Ads,2023-11-07
1516,High Value,Paid Ads,2023-05-20
1517,Medium Value,Paid Ads,2023-01-09
1518,Low Value,Paid Ads,2024-05-03
1519,Medium Value,Social,2023-10-27
1520,Low Value,Social,2024-07-15
1521,Medium Value,Paid Ads,2024-07-28
1522,Medium Value,Organic,2024-02-04
1523,Low Value,Organic,2023-03-23
1524,Medium Value,Organic,2023-10-06
1525,Medium Value,Email,2023-10-03
1526,Medium Value,Social,2023-07-06
1527,High Value,Organic,2024-04-11
1528,Low Value,Paid Ads,2024-05-18
1529,Medium Value,Organic,2023-02-20
1530,Bargain Hunter,Organic,2023-04-15
1531,Medium Value,Organic,2024-03-24
1532,Low Value,Organic,2023-06-04
1533,High Value,Organic,2024-03-06
1534,Medium Value,Social,2024-01-16
1535,Medium Value,Social,2023-12-05
1536,High Value,Social,2023-05-30
1537,High Value,Social,2023-03-15
1538,Low Value,Organic,2023-09-14
1539,Low Value,Social,2023-05-05
1540,Bargain Hunter,Email,2024-01-30
1541,Low Value,Paid Ads,2023-02-04
1542,Medium Value,Email,2023-04-07
1543,Low Value,Affiliate,2024-04-29
1544,Medium Value,Affiliate,2023-11-27
1545,Medium Value,Email,2024-07-16
1546,Low Value,Paid Ads,2023-11-02
1547,Medium Value,Social,2023-08-12
1548,Bargain Hunter,Organic,2024-03-20
1549,Medium Value,Organic,2023-10-10
1550,Low Value,Paid Ads,2023-09-06
1551,High Value,Organic,2024-05-01
1552,Low Value,Organic,2023-04-02
1553,Medium Value,Paid Ads,2023-12-13
1554,Bargain Hunter,Affiliate,2023-03-03
1555,High Value,Email,2024-07-03
1556,Low Value,Organic,2023-08-27
1557,Medium Value,Email,2023-12-22
1558,Low Value,Paid Ads,2023-07-17
1559,High Value,Paid Ads,2023-05-18
1560,Medium Value,Organic,2024-03-24
1561,Low Value,Paid Ads,2024-05-16
1562,Medium Value,Organic,2023-12-23
1563,Medium Value,Paid Ads,2024-07-21
1564,Medium Value,Paid Ads,2024-04-05
1565,Medium Value,Paid Ads,2024-01-11
1566,Medium Value,Social,2024-06-02
1567,Medium Value,Organic,2023-01-20
1568,Low Value,Paid Ads,2023-09-02
1569,Medium Value,Organic,2024-07-05
1570,Low Value,Organic,2024-05-24
1571,Low Value,Organic,2023-10-17
1572,Medium Value,Email,2023-04-24
1573,High Value,Email,2023-02-14
1574,Low Value,Organic,2023-02-02
1575,Medium Value,Paid Ads,2023-04-12
1576,High Value,Email,2024-02-02
1577,Low Value,Paid Ads,2023-09-20
1578,High Value,Organic,2023-03-14
1579,High Value,Affiliate,2024-05-18
1580,Bargain Hunter,Social,2024-04-24
1581,Low Value,Organic,2024-07-25
1582,Low Value,Social,2024-01-13
1583,Low Value,Organic,2023-09-30
1584,Low Value,Email,2023-11-08
1585,High Value,Organic,2024-06-15
1586,High Value,Email,2024-06-28
1587,Medium Value,Organic,2023-09-12
1588,Low Value,Affiliate,2024-07-25
1589,Low Value,Paid Ads,2023-04-19
1590,Low Value,Email,2024-04-14
1591,Low Value,Paid Ads,2023-04-17
1592,Medium Value,Organic,2024-02-16
1593,Low Value,Email,2024-06-30
1594,Bargain Hunter,Paid Ads,2023-12-27
1595,Bargain Hunter,Email,2023-11-29
1596,Low Value,Paid Ads,2024-03-16
1597,Low Value,Paid Ads,2023-09-04
1598,Low Value,Organic,2024-07-17
1599,Bargain Hunter,Paid Ads,2024-04-08
1600,Medium Value,Paid Ads,2023-02-05
1601,Bargain Hunter,Email,2024-06-14
1602,High Value,Social,2023-01-07
1603,Medium Value,Organic,2023-11-19
1604,High Value,Social,2023-10-10
1605,Bargain Hunter,Paid Ads,2024-08-07
1606,Bargain Hunter,Organic,2023-02-08
1607,Medium Value,Organic,2023-09-29
1608,Medium Value,Email,2023-08-27
1609,Medium Value,Paid Ads,2024-08-07
1610,Medium Value,Affiliate,2023-03-21
1611,Low Value,Social,2023-06-27
1612,Medium Value,Social,2024-08-13
1613,Low Value,Organic,2023-11-04
1614,High Value,Social,2024-01-26
1615,High Value,Organic,2023-12-09
1616,Medium Value,Social,2024-03-02
1617,Bargain Hunter,Organic,2023-08-21
1618,Low Value,Social,2023-01-12
1619,Low Value,Email,2023-02-25
1620,Medium Value,Organic,2024-07-06
1621,Low Value,Paid Ads,2023-08-15
1622,Medium Value,Email,2024-02-07
1623,Bargain Hunter,Social,2024-08-12
1624,Low Value,Organic,2023-10-24
1625,Low Value,Organic,2023-12-11
1626,High Value,Email,2023-02-20
1627,Low Value,Paid Ads,2024-02-13
1628,Low Value,Social,2023-05-14
1629,Low Value,Paid Ads,2023-07-22
1630,Medium Value,Email,2023-07-20
1631,Low Value,Affiliate,2024-06-20
1632,Medium Value,Organic,2024-03-16
1633,Medium Value,Affiliate,2023-04-02
1634,High Value,Paid Ads,2024-01-10
1635,Medium Value,Paid Ads,2023-01-25
1636,Low Value,Organic,2023-12-25
1637,Low Value,Affiliate,2024-03-28
1638,Low Value,Paid Ads,2023-08-28
1639,Medium Value,Paid Ads,2023-03-29
1640,High Value,Organic,2023-06-01
1641,Bargain Hunter,Social,2023-01-15
1642,Medium Value,Social,2023-11-09
1643,Medium Value,Organic,2023-08-03
1644,Low Value,Organic,2024-07-13
1645,Low Value,Paid Ads,2024-05-09
1646,Low Value,Affiliate,2023-01-19
1647,Medium Value,Affiliate,2024-06-23
1648,High Value,Organic,2023-10-18
1649,Medium Value,Email,2023-10-05
1650,High Value,Email,2023-01-09
1651,High Value,Email,2024-01-04
1652,Bargain Hunter,Organic,2024-01-31
1653,Medium Value,Paid Ads,2023-04-12
1654,Bargain Hunter,Paid Ads,2024-06-28
1655,High Value,Organic,2024-04-13
1656,Low Value,Email,2023-02-10
1657,Medium Value,Paid Ads,2023-12-08
1658,Medium Value,Email,2023-01-19
1659,Medium Value,Paid Ads,2023-11-06
1660,Medium Value,Affiliate,2024-05-28
1661,Medium Value,Organic,2023-09-21
1662,Bargain Hunter,Social,2023-01-31
1663,Bargain Hunter,Affiliate,2023-08-19
1664,Medium Value,Social,2023-05-21
1665,High Value,Paid Ads,2023-08-21
1666,Medium Value,Email,2024-03-12
1667,Bargain Hunter,Affiliate,2023-12-04
1668,Medium Value,Organic,2023-05-22
1669,Low Value,Email,2023-07-27
1670,Bargain Hunter,Paid Ads,2024-06-20
1671,Bargain Hunter,Paid Ads,2023-05-29
1672,Low Value,Email,2023-06-11
1673,Medium Value,Email,2023-05-02
1674,Medium Value,Social,2023-05-30
1675,Low Value,Social,2024-02-28
1676,Bargain Hunter,Paid Ads,2023-10-08
1677,Medium Value,Organic,2023-05-15
1678,Medium Value,Social,2023-10-01
1679,Low Value,Email,2023-08-26
1680,Medium Value,Organic,2023-03-23
1681,Low Value,Paid Ads,2024-05-29
1682,Low Value,Paid Ads,2024-01-18
1683,Medium Value,Paid Ads,2024-04-30
1684,High Value,Organic,2023-02-03
1685,Medium Value,Affiliate,2023-10-04
1686,Bargain Hunter,Organic,2023-07-27
1687,Low Value,Organic,2024-03-25
1688,Bargain Hunter,Paid Ads,2023-11-29
1689,Bargain Hunter,Social,2024-03-13
1690,Medium Value,Organic,2024-01-25
1691,Low Value,Paid Ads,2024-08-08
1692,Low Value,Paid Ads,2023-02-09
1693,Low Value,Paid Ads,2023-02-13
1694,Bargain Hunter,Organic,2024-07-04
1695,Medium Value,Email,2024-07-25
1696,Medium Value,Social,2023-02-20
1697,Medium Value,Paid Ads,2023-11-08
1698,Low Value,Paid Ads,2023-06-20
1699,Medium Value,Email,2023-02-25
1700,Low Value,Affiliate,2024-04-19
1701,Low Value,Paid Ads,2024-05-27
1702,High Value,Social,2024-07-13
1703,High Value,Paid Ads,2024-04-06
1704,High Value,Paid Ads,2023-07-26
1705,Bargain Hunter,Organic,2023-11-28
1706,Low Value,Affiliate,2023-06-17
1707,Low Value,Organic,2023-04-27
1708,Low Value,Email,2023-03-29
1709,Low Value,Paid Ads,2024-06-07
1710,Low Value,Organic,2024-07-17
1711,Medium Value,Social,2023-12-10
1712,Low Value,Email,2023-06-03
1713,Medium Value,Organic,2023-02-22
1714,Medium Value,Paid Ads,2024-04-01
1715,Medium Value,Organic,2023-05-15
1716,Bargain Hunter,Organic,2023-09-17
1717,High Value,Paid Ads,2024-05-25
1718,Low Value,Organic,2024-05-20
1719,Medium Value,Email,2024-05-02
1720,Medium Value,Paid Ads,2023-01-07
1721,Medium Value,Paid Ads,2024-07-24
1722,Low Value,Organic,2023-07-09
1723,High Value,Email,2023-02-07
1724,High Value,Organic,2024-08-14
1725,Low Value,Paid Ads,2023-03-31
1726,High Value,Paid Ads,2023-07-02
1727,Medium Value,Paid Ads,2024-08-09
1728,Low Value,Organic,2024-04-11
1729,Low Value,Paid Ads,2023-02-06
1730,High Value,Paid Ads,2024-01-13
1731,Bargain Hunter,Social,2024-03-13
1732,Low Value,Organic,2024-04-27
1733,High Value,Email,2023-10-09
1734,Medium Value,Paid Ads,2023-08-03
1735,Low Value,Email,2023-04-22
1736,Low Value,Affiliate,2024-06-25
1737,Bargain Hunter,Paid Ads,2023-10-22
1738,Medium Value,Social,2023-09-23
1739,Low Value,Affiliate,2023-12-29
1740,Bargain Hunter,Email,2024-05-23
1741,Low Value,Email,2024-05-19
1742,Low Value,Social,2023-08-27
1743,Low Value,Affiliate,2023-01-02
1744,High Value,Paid Ads,2023-05-01
1745,Low Value,Organic,2024-02-29
1746,Medium Value,Paid Ads,2024-07-27
1747,Low Value,Organic,2023-07-26
1748,Low Value,Paid Ads,2023-03-11
1749,Medium Value,Paid Ads,2023-11-28
1750,Low Value,Organic,2023-12-08
1751,Medium Value,Email,2023-01-30
1752,Low Value,Organic,2023-12-13
1753,Bargain Hunter,Paid Ads,2024-04-30
1754,Low Value,Email,2024-05-08
1755,Medium Value,Paid Ads,2024-07-03
1756,Bargain Hunter,Paid Ads,2024-02-28
1757,Bargain Hunter,Organic,2024-06-17
1758,Medium Value,Email,2023-11-20
1759,Low Value,Organic,2024-08-14
1760,Low Value,Social,2023-12-29
1761,High Value,Organic,2023-02-01
1762,Medium Value,Paid Ads,2024-07-01
1763,Low Value,Email,2024-02-03
1764,Medium Value,Organic,2023-11-12
1765,Low Value,Paid Ads,2023-02-02
1766,Medium Value,Organic,2023-09-01
1767,Medium Value,Social,2023-11-06
1768,Medium Value,Paid Ads,2023-04-25
1769,Medium Value,Organic,2023-07-26
1770,Bargain Hunter,Paid Ads,2023-01-26
1771,Low Value,Affiliate,2023-06-07
1772,Medium Value,Affiliate,2024-06-20
1773,Medium Value,Paid Ads,2023-04-11
1774,Low Value,Affiliate,2023-05-16
1775,Medium Value,Organic,2024-02-01
1776,Low Value,Paid Ads,2023-01-05
1777,Medium Value,Organic,2023-03-31
1778,Medium Value,Social,2023-04-16
1779,Low Value,Email,2023-11-16
1780,High Value,Social,2023-08-03
1781,Medium Value,Organic,2023-10-11
1782,Low Value,Social,2023-05-01
1783,Medium Value,Organic,2023-04-28
1784,High Value,Email,2024-06-10
1785,High Value,Paid Ads,2024-07-16
1786,Medium Value,Organic,2023-10-18
1787,Low Value,Organic,2023-11-15
1788,Low Value,Paid Ads,2024-03-30
1789,High Value,Organic,2023-02-21
1790,High Value,Organic,2024-03-12
1791,Medium Value,Email,2024-04-01
1792,Low Value,Paid Ads,2023-07-22
1793,Low Value,Email,2024-06-30
1794,High Value,Affiliate,2024-04-21
1795,Low Value,Organic,2024-04-24
1796,High Value,Paid Ads,2024-04-21
1797,Medium Value,Affiliate,2023-05-28
1798,Bargain Hunter,Email,2024-01-08
1799,Medium Value,Email,2023-12-05
1800,Low Value,Social,2024-04-09
1801,Medium Value,Organic,2023-04-26
1802,Medium Value,Paid Ads,2023-06-24
1803,Medium Value,Paid Ads,2024-08-11
1804,High Value,Organic,2023-04-20
1805,Medium Value,Email,2023-11-06
1806,Low Value,Paid Ads,2024-02-28
1807,Medium Value,Organic,2023-06-12
1808,Bargain Hunter,Paid Ads,2023-12-15
1809,Medium Value,Email,2024-03-17
1810,Low Value,Paid Ads,2023-12-17
1811,Low Value,Organic,2023-03-21
1812,Low Value,Email,2024-05-13
1813,High Value,Email,2023-11-30
1814,Low Value,Social,2023-06-30
1815,Medium Value,Paid Ads,2023-04-22
1816,Low Value,Email,2024-01-24
1817,Medium Value,Email,2023-03-04
1818,High Value,Social,2024-08-17
1819,Bargain Hunter,Email,2023-01-01
1820,Low Value,Email,2024-04-08
1821,Low Value,Paid Ads,2024-08-14
1822,Medium Value,Organic,2023-11-21
1823,Medium Value,Social,2023-11-08
1824,Bargain Hunter,Affiliate,2023-12-19
1825,Bargain Hunter,Email,2024-06-06
1826,Medium Value,Organic,2023-10-29
1827,High Value,Affiliate,2023-02-24
1828,High Value,Email,2024-01-03
1829,High Value,Paid Ads,2023-02-01
1830,Medium Value,Email,2024-02-08
1831,Low Value,Email,2024-02-20
1832,Medium Value,Paid Ads,2023-06-27
1833,Medium Value,Organic,2024-01-29
1834,Low Value,Paid Ads,2024-03-03
1835,Medium Value,Affiliate,2023-05-09
1836,High Value,Organic,2023-01-17
1837,High Value,Social,2024-03-23
1838,Bargain Hunter,Organic,2023-05-21
1839,Low Value,Paid Ads,2024-04-11
1840,Bargain Hunter,Email,2024-03-11
1841,Low Value,Paid Ads,2024-03-10
1842,Low Value,Paid Ads,2023-12-30
1843,Medium Value,Paid Ads,2023-01-08
1844,Low Value,Social,2023-08-31
1845,Low Value,Paid Ads,2024-07-13
1846,Low Value,Organic,2023-02-08
1847,Low Value,Email,2023-04-26
1848,Low Value,Affiliate,2023-03-23
1849,High Value,Email,2023-10-14
1850,Medium Value,Organic,2023-04-01
1851,Medium Value,Email,2023-03-21
1852,Low Value,Paid Ads,2024-08-16
1853,Medium Value,Organic,2023-12-18
1854,Low Value,Organic,2024-04-09
1855,Low Value,Paid Ads,2023-12-06
1856,Medium Value,Affiliate,2023-10-29
1857,Medium Value,Organic,2023-11-08
1858,Low Value,Email,2023-03-04
1859,Low Value,Email,2024-08-09
1860,High Value,Affiliate,2023-01-28
1861,Medium Value,Organic,2024-06-01
1862,High Value,Social,2023-09-16
1863,High Value,Paid Ads,2023-09-21
1864,High Value,Organic,2023-06-28
1865,Bargain Hunter,Email,2024-04-02
1866,Medium Value,Organic,2023-08-30
1867,Medium Value,Social,2023-02-03
1868,Medium Value,Organic,2023-05-29
1869,Low Value,Social,2024-05-22
1870,Low Value,Paid Ads,2024-01-28
1871,Medium Value,Paid Ads,2023-06-21
1872,Medium Value,Email,2023-12-20
1873,High Value,Paid Ads,2023-04-29
1874,High Value,Paid Ads,2024-05-02
1875,Medium Value,Email,2024-06-29
1876,Medium Value,Email,2024-02-04
1877,Medium Value,Organic,2024-03-21
1878,High Value,Affiliate,2024-04-04
1879,Medium Value,Paid Ads,2024-06-26
1880,Low Value,Organic,2024-06-28
1881,Low Value,Affiliate,2024-03-18
1882,Low Value,Email,2023-10-07
1883,Medium Value,Paid Ads,2023-04-11
1884,Medium Value,Email,2024-04-17
1885,Low Value,Email,2023-07-19
1886,Low Value,Email,2023-07-04
1887,Medium Value,Organic,2023-01-09
1888,Low Value,Organic,2023-04-11
1889,Low Value,Email,2023-12-26
1890,Medium Value,Paid Ads,2023-07-17
1891,High Value,Email,2023-02-28
1892,Bargain Hunter,Email,2023-08-11
1893,Bargain Hunter,Email,2023-05-03
1894,High Value,Email,2024-01-20
1895,Low Value,Social,2024-08-02
1896,Low Value,Organic,2023-04-24
1897,Low Value,Paid Ads,2024-04-23
1898,Low Value,Organic,2024-04-09
1899,Bargain Hunter,Paid Ads,2024-03-13
1900,Low Value,Email,2023-11-28
1901,Medium Value,Social,2023-10-11
1902,Low Value,Paid Ads,2023-12-07
1903,Bargain Hunter,Paid Ads,2023-09-29
1904,Medium Value,Organic,2023-07-25
1905,Low Value,Organic,2024-05-18
1906,High Value,Paid Ads,2024-03-17
1907,Medium Value,Email,2024-03-28
1908,Low Value,Organic,2023-03-16
1909,High Value,Email,2024-04-01
1910,High Value,Paid Ads,2023-01-01
1911,Bargain Hunter,Email,2023-09-30
1912,Medium Value,Paid Ads,2024-02-05
1913,Low Value,Paid Ads,2024-05-17
1914,Medium Value,Paid Ads,2023-03-13
1915,Low Value,Organic,2024-05-08
1916,High Value,Paid Ads,2024-01-03
1917,Medium Value,Paid Ads,2023-02-26
1918,Low Value,Affiliate,2023-04-03
1919,Medium Value,Social,2023-12-15
1920,High Value,Paid Ads,2023-10-24
1921,Low Value,Organic,2023-02-10
1922,Bargain Hunter,Email,2023-11-03
1923,Low Value,Social,2024-01-03
1924,Medium Value,Social,2024-03-24
1925,Low Value,Organic,2023-07-17
1926,High Value,Affiliate,2023-09-02
1927,Medium Value,Organic,2024-07-07
1928,Low Value,Paid Ads,2024-04-05
1929,Bargain Hunter,Organic,2023-12-14
1930,High Value,Social,2023-02-13
1931,Medium Value,Organic,2024-06-19
1932,Medium Value,Email,2024-07-03
1933,High Value,Email,2023-03-15
1934,High Value,Organic,2023-01-20
1935,Medium Value,Affiliate,2023-02-16
1936,Medium Value,Email,2023-01-15
1937,Medium Value,Organic,2023-11-11
1938,Low Value,Organic,2023-06-24
1939,Low Value,Organic,2023-04-19
1940,High Value,Email,2023-08-14
1941,High Value,Organic,2023-12-12
1942,Low Value,Affiliate,2024-02-16
1943,Medium Value,Affiliate,2024-08-12
1944,Low Value,Paid Ads,2023-08-07
1945,Low Value,Email,2023-12-10
1946,High Value,Paid Ads,2024-03-01
1947,Medium Value,Paid Ads,2023-06-18
1948,Medium Value,Affiliate,2023-02-11
1949,High Value,Social,2024-01-21
1950,Low Value,Organic,2024-05-13
1951,High Value,Organic,2023-04-02
1952,Low Value,Email,2023-10-18
1953,Medium Value,Social,2024-05-02
1954,Low Value,Organic,2023-10-05
1955,Low Value,Paid Ads,2023-06-28
1956,Low Value,Organic,2023-07-04
1957,Low Value,Email,2023-04-01
1958,Low Value,Social,2023-12-23
1959,Medium Value,Email,2023-07-16
1960,High Value,Paid Ads,2023-04-08
1961,Low Value,Social,2024-07-06
1962,Low Value,Paid Ads,2023-08-02
1963,Medium Value,Organic,2023-06-02
1964,Low Value,Affiliate,2024-04-30
1965,Medium Value,Organic,2023-02-14
1966,High Value,Paid Ads,2023-08-03
1967,Medium Value,Paid Ads,2024-04-09
1968,High Value,Email,2024-07-04
1969,Medium Value,Social,2024-05-11
1970,Low Value,Organic,2023-08-29
1971,Low Value,Email,2023-11-30
1972,Medium Value,Email,2023-11-30
1973,Medium Value,Organic,2023-08-22
1974,High Value,Email,2023-07-24
1975,Medium Value,Organic,2024-04-27
1976,Low Value,Organic,2024-03-22
1977,High Value,Affiliate,2024-04-10
1978,Medium Value,Paid Ads,2024-04-13
1979,Low Value,Email,2023-10-04
1980,Medium Value,Organic,2024-08-05
1981,High Value,Organic,2024-04-21
1982,Medium Value,Organic,2023-12-18
1983,Medium Value,Paid Ads,2023-06-10
1984,Low Value,Email,2023-06-24
1985,Low Value,Email,2023-08-24
1986,High Value,Social,2024-05-15
1987,Bargain Hunter,Organic,2024-04-29
1988,Low Value,Paid Ads,2024-03-14
1989,Low Value,Organic,2023-12-02
1990,Medium Value,Organic,2023-06-02
1991,Bargain Hunter,Social,2024-03-03
1992,Bargain Hunter,Organic,2024-04-26
1993,Low Value,Paid Ads,2024-03-11
1994,Low Value,Paid Ads,2023-04-11
1995,Medium Value,Organic,2024-07-25
1996,Low Value,Email,2024-02-21
1997,Bargain Hunter,Organic,2023-10-30
1998,Medium Value,Affiliate,2023-01-17
1999,Medium Value,Paid Ads,2024-04-15
2000,Bargain Hunter,Email,2023-01-25
2001,Bargain Hunter,Paid Ads,2023-05-22
2002,Bargain Hunter,Paid Ads,2024-01-15
2003,Low Value,Email,2023-01-02
2004,Bargain Hunter,Organic,2023-12-07
2005,Low Value,Paid Ads,2023-10-04
2006,Low Value,Email,2024-08-12
2007,Low Value,Social,2023-03-24
2008,Low Value,Paid Ads,2023-02-26
2009,Low Value,Affiliate,2024-01-08
2010,Bargain Hunter,Organic,2024-01-10
2011,Medium Value,Organic,2024-01-11
2012,Medium Value,Email,2023-03-10
2013,Low Value,Social,2023-05-22
2014,Bargain Hunter,Organic,2023-04-27
2015,Low Value,Email,2024-08-17
2016,Bargain Hunter,Email,2023-08-19
2017,Medium Value,Social,2024-05-30
2018,Low Value,Paid Ads,2023-03-06
2019,Medium Value,Paid Ads,2024-05-28
2020,Low Value,Organic,2024-06-28
2021,Low Value,Paid Ads,2023-10-27
2022,Medium Value,Paid Ads,2023-03-09
2023,Medium Value,Social,2023-03-31
2024,High Value,Social,2023-10-23
2025,Bargain Hunter,Organic,2023-06-18
2026,Medium Value,Email,2024-05-23
2027,Medium Value,Organic,2023-01-24
2028,Medium Value,Affiliate,2024-07-08
2029,Bargain Hunter,Paid Ads,2024-03-06
2030,Medium Value,Email,2023-10-26
2031,Medium Value,Organic,2023-08-26
2032,Low Value,Paid Ads,2023-12-10
2033,Medium Value,Paid Ads,2023-12-01
2034,Medium Value,Email,2024-06-26
2035,Low Value,Paid Ads,2023-11-08
2036,Low Value,Social,2023-11-10
2037,Medium Value,Paid Ads,2024-05-10
2038,Medium Value,Paid Ads,2023-02-18
2039,High Value,Paid Ads,2023-06-20
2040,Low Value,Organic,2024-07-02
2041,Medium Value,Affiliate,2023-06-07
2042,Medium Value,Organic,2023-11-21
2043,Low Value,Paid Ads,2024-01-14
2044,Medium Value,Email,2023-02-05
2045,Low Value,Affiliate,2023-06-01
2046,Medium Value,Paid Ads,2023-06-16
2047,Low Value,Organic,2023-01-26
2048,Medium Value,Paid Ads,2023-05-29
2049,Bargain Hunter,Affiliate,2023-06-09
2050,High Value,Email,2024-06-03
2051,Medium Value,Email,2024-04-30
2052,Bargain Hunter,Affiliate,2024-08-10
2053,Low Value,Social,2024-03-28
2054,Medium Value,Organic,2024-05-05
2055,Bargain Hunter,Organic,2024-07-18
2056,High Value,Organic,2023-08-14
2057,Medium Value,Organic,2023-02-26
2058,Low Value,Organic,2024-06-23
2059,Medium Value,Affiliate,2023-10-12
2060,Medium Value,Organic,2024-04-01
2061,Low Value,Affiliate,2024-06-08
2062,Medium Value,Paid Ads,2024-06-07
2063,Bargain Hunter,Affiliate,2024-01-05
2064,Medium Value,Email,2024-03-13
2065,Medium Value,Paid Ads,2023-10-19
2066,Medium Value,Paid Ads,2024-04-01
2067,Bargain Hunter,Organic,2024-03-30
2068,Low Value,Paid Ads,2024-03-29
2069,Medium Value,Social,2024-03-10
2070,Low Value,Paid Ads,2023-03-30
2071,High Value,Paid Ads,2024-06-21
2072,Bargain Hunter,Organic,2024-01-20
2073,High Value,Paid Ads,2023-10-07
2074,Medium Value,Email,2024-08-04
2075,Low Value,Organic,2023-07-10
2076,Low Value,Paid Ads,2024-05-17
2077,High Value,Social,2024-08-22
2078,Medium Value,Email,2024-04-19
2079,Medium Value,Social,2023-06-07
2080,Medium Value,Affiliate,2024-04-28
2081,High Value,Email,2023-10-22
2082,Medium Value,Paid Ads,2023-09-08
2083,High Value,Social,2024-05-19
2084,Bargain Hunter,Organic,2024-01-06
2085,Low Value,Email,2023-09-22
2086,Low Value,Paid Ads,2023-05-03
2087,Medium Value,Email,2023-01-18
2088,Low Value,Organic,2023-03-01
2089,High Value,Paid Ads,2023-05-19
2090,Medium Value,Organic,2024-01-05
2091,Medium Value,Affiliate,2023-12-31
2092,High Value,Paid Ads,2023-03-20
2093,Low Value,Social,2023-07-07
2094,Low Value,Email,2023-06-21
2095,Low Value,Social,2023-11-05
2096,Medium Value,Email,2024-01-07
2097,High Value,Email,2023-05-28
2098,High Value,Paid Ads,2024-01-17
2099,Low Value,Paid Ads,2023-06-16
2100,High Value,Organic,2023-08-15
